timestamp,joint_0_pos_deg,joint_1_pos_deg,joint_2_pos_deg,joint_3_pos_deg,joint_4_pos_deg,joint_5_pos_deg,joint_0_vel_deg,joint_1_vel_deg,joint_2_vel_deg,joint_3_vel_deg,joint_4_vel_deg,joint_5_vel_deg,gripper_pos,gripper_cmd
0.016666666666666666,-0.9362186,-1.9494566,91.66714,-1.7310393,88.553406,-1.7433048,-1.5051507,2.7699864,-0.6536252,-1.4734001,-0.6941988,-0.21177167,0.008896189143161176,0
0.03333333333333333,-0.9859998,-1.8514743,91.64439,-1.783327,88.53692,-1.7444715,-3.5186627,6.872807,-1.4519485,-3.4826152,-2.05236,-0.05644281,0.017725676631922368,0
0.05,-1.0686129,-1.678983,91.60409,-1.8772647,88.50026,-1.7352127,-5.4684734,11.482602,-2.603199,-6.1473565,-2.9578135,0.73021716,0.02294599507073302,0
0.06666666666666667,-1.1796778,-1.4288884,91.54118,-2.0212002,88.45412,-1.704514,-7.090783,16.166662,-4.0381784,-9.258752,-3.2401297,2.1867135,0.025769961793471012,0
0.08333333333333333,-1.2741803,-1.1035299,91.45271,-2.2208953,88.41071,-1.6036767,-5.2287946,20.632185,-5.605632,-12.675342,-2.845208,7.3089848,0.027427506448779625,0
0.1,-1.3013583,-0.70811874,91.33755,-2.4788342,88.38093,-1.3803972,-0.4702908,24.750648,-7.2180834,-16.186684,-1.8563166,15.390276,0.028580780032733295,0
0.11666666666666667,-1.2369951,-0.30052337,91.24645,-2.7944858,88.374886,-1.010526,5.2603264,24.350039,-4.7384768,-19.614515,-0.36744505,24.418684,0.030135329361999582,0
0.13333333333333333,-1.0753573,0.12623277,91.16817,-3.164072,88.39523,-0.48946914,11.131209,26.019283,-4.5452785,-22.783665,1.2933766,33.50181,0.03115831927219307,0
0.15,-0.8351632,0.5945231,91.0751,-3.5509305,88.44811,0.15928392,15.459968,28.789091,-5.7965846,-23.109049,3.3802528,40.690094,0.03166867735378291,0
0.16666666666666666,-0.5398317,1.1139073,90.95196,-3.918372,88.53723,0.8880676,18.429478,31.955935,-7.790251,-21.44996,5.5985193,44.698635,0.03196027187409591,0
0.18333333333333332,-0.20942642,1.6328573,90.845825,-4.241828,88.662315,1.6396546,20.249517,30.863548,-5.750682,-18.48226,7.652948,45.194527,0.03280195752835471,0
0.2,0.14091957,2.1624286,90.74233,-4.5043025,88.81827,2.3684688,21.23882,32.078568,-6.227391,-14.602469,9.478643,43.20848,0.03326222212104649,0
0.21666666666666667,0.49934885,2.7257748,90.61427,-4.6954684,89.002556,3.0418127,21.55765,34.3781,-8.041416,-10.201047,11.175462,39.43673,0.03334154611657003,0
0.23333333333333334,0.8564551,3.3237975,90.45675,-4.809805,89.194374,3.6384516,21.349281,36.388573,-9.7995615,-5.535364,11.242825,34.56353,0.033198584273076585,0
0.25,1.1552987,3.9430876,90.27989,-4.8489623,89.35536,4.0966654,16.775064,37.424408,-10.769746,-1.1049328,8.813315,25.133179,0.032749096293835676,0
0.26666666666666666,1.3617935,4.5158887,90.15263,-4.8186483,89.45412,4.381471,10.920972,33.358425,-6.469185,2.9569247,4.573277,14.414108,0.03277554552063176,0
0.2833333333333333,1.5119615,5.04449,90.07196,-4.721916,89.47446,4.5293427,8.353782,31.175152,-4.1752934,6.9258504,-0.2675162,7.017437,0.032771989407370576,0
0.3,1.5917327,5.5465655,90.018074,-4.566227,89.4047,4.5279756,3.5842302,29.78296,-2.8011184,10.30822,-5.804482,-2.4517007,0.03247523835365125,0
0.31666666666666665,1.5996199,5.9768515,90.03966,-4.358568,89.23664,4.3786263,-0.578738,24.499191,2.7864923,13.333873,-11.900012,-11.1381,0.03265281393516746,0
0.3333333333333333,1.576828,6.352273,90.118805,-4.100746,88.9711,4.124811,-1.6545782,21.868216,5.5311675,16.351994,-17.64518,-16.611881,0.03278425478374717,0
0.35,1.5083637,6.646635,90.28509,-3.7991135,88.604576,3.7547219,-4.947685,16.257998,11.593865,18.850521,-23.829102,-24.089937,0.03307485792329374,0
0.36666666666666664,1.4206682,6.887459,90.50884,-3.4550438,88.143036,3.2971818,-5.3931823,13.842793,14.171487,21.420147,-29.34273,-28.601015,0.03315067317528554,0
0.3833333333333333,1.2960169,7.054569,90.813354,-3.073509,87.587555,2.7375002,-8.200148,8.748527,19.775988,23.560207,-35.04396,-35.271263,0.03337298946627145,0
0.4,1.1569736,7.1783147,91.16562,-2.6545792,86.94684,2.1003468,-8.417158,6.9761887,21.726925,25.843357,-39.93247,-39.249886,0.033368455506452246,0
0.4166666666666667,0.9846848,7.2400384,91.58734,-2.2018487,86.22425,1.3695369,-11.004909,2.6032848,26.637625,27.788015,-44.881413,-45.421185,0.03356031644495107,0
0.43333333333333335,0.80176824,7.26591,92.05069,-1.7394946,85.430664,0.5723859,-10.992383,1.1924059,28.330946,27.914146,-48.887104,-48.66832,0.03354970562555328,0
0.45,0.6042778,7.239597,92.5752,-1.300202,84.57241,-0.267872,-12.165213,-2.5141098,32.663708,26.036173,-52.760597,-51.036407,0.033766104083909496,0
0.4666666666666667,0.4309249,7.1411424,93.18402,-0.90414,83.65327,-1.0735912,-9.844336,-7.0549774,37.964806,23.214355,-56.387165,-47.485043,0.03417278336193202,0
